tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site
"BÁN NHÀ RIÊNG TRẦN NÃO AN KHÁNH Q2 3 TỶ 250 52M2, 3 TẦNG, 4PN, 4WC, SHR, HĐ THUÊ 22TR/THÁNG",3.25,"Đường Trần Não, Phường An Khánh, Quận 2, Hồ Chí Minh",52.2,4,4,3,Sổ hồng,2026-03-18,batdongsan
NHÀ 5 Tầng - Full Nội Thất - CÓ THANG MÁY - Hẻm Xe Hơi 5m - Phan Huy Ích Sát Emart - 4x22 - 88m2,10.8,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",88.0,6,6,5,Sổ hồng,2026-03-23,batdongsan
Bán nhà đẹp 2 tầng Bông Sao P5. Q8 sát chợ Bùi Minh Trực,4.28,"Đường Bông Sao, Phường 5, Quận 8, Hồ Chí Minh",37.0,2,2,2,Sổ hồng,2026-03-27,batdongsan
"NHÀ NHỎ, SỔ ĐẸP, KO LG QH - HOÀ HƯNG - 15/19M2, 4TẦNG - 3.8TỶ",3.8,"Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh",15.0,3,4,4,Sổ hồng,2026-03-29,batdongsan
Nhà 1 trệt 2 lầu - đường Đông Bắc - Tân Chánh Hiệp - Quận 12 - chính chủ,4.75,"113/11/59/19, Đường Đông Bắc, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",61.4,5,2,3,Sổ hồng,2026-03-22,batdongsan
"Lộ Tẻ, mới xây, sổ hồng 2025, 1 tỷ 830 còn thương lượng!",1.83,"Đường Lộ Tẻ, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",30.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
"Nhà cấp 4 tiện xây mới 5 tầng, DT 64.5m2, lô góc-nở hậu tài lộc, ngay khu thời trang Lê Văn Sỹ, Q.3",7.3,"453 KA, Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",64.5,4,2,2,Sổ hồng,2026-03-23,batdongsan
"Nhà mới Dương Bá Trạc 4PN, hẻm thông ở ngay giá tốt",6.29,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",39.0,4,3,3,Sổ hồng,2026-03-23,batdongsan
"Bán gấp nhà lê đại hành q11, gần 40m2, 3 tầng lung linh",5.3,"Đường Lê Đại Hành, Phường 7, Quận 11, Hồ Chí Minh",38.0,3,3,3,Sổ hồng,2026-03-24,batdongsan
"(TRUNG TÂM Q.3) Nhà 2 tầng Nguyễn Thiện Thuật - Sát mặt tiền đường (34,7m2) ngang 3.4m tiện cải tạo",6.5,"Phố Nguyễn Thiện Thuật, Phường 3, Quận 3, Hồ Chí Minh",34.7,2,2,2,Sổ hồng,2026-03-25,batdongsan
"Bán nhà đường 12m Dương Bá Trạc, 65m2 ngang khủng 4,6m, 4PN, Quận 8. Giá 8,5 tỷ thương lượng",8.5,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",65.0,4,3,3,Sổ hồng,2026-03-24,batdongsan
Nhà đẹp quận 3 diện tích lớn - 8 tỷ,8.0,"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",65.1,6,8,4,Sổ hồng,2026-03-21,batdongsan
"NGỘP OXY - GIẢM SỐC 400 TRIỆU CHÀO MỚI CHỈ 6,X TỶ NHÀ 72M (4x18M) HẺM 6M THÔNG Ô TÔ NGỦ",6.55,"Đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",72.0,3,3,3,Sổ hồng,2026-03-28,batdongsan
"150m2 đất, nhà 2 tầng, sẵn 7 căn trọ cao cấp dòng tiền 50tr/ tháng chỉ 8.4 tỷ TL",8.4,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",150.0,7,7,2,Sổ hồng,2026-03-30,batdongsan
"9 tỷ 900 thương lượng, nhà 4 tầng, đường 10 mét, lề 2 mét, diện tích : 4 x 15( 58,4 m2)",9.9,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh",58.4,4,4,4,Sổ hồng,2026-03-28,batdongsan
"Bán nhà HXH đường Vườn Lài- Tân Phú. DT 4x13- Đúc 2 Lầu,st. Giá rẻ nhỉnh 6 TỶ",6.8,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",50.0,3,3,3,Sổ hồng,2026-03-31,batdongsan
"3,59 tỷ - Nhà 4x11m nở hậu - SHR Hiệp Thành 17 - Vào ở ngay",3.59,"Đường Hiệp Thành 17, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",42.0,2,2,2,Sổ hồng,2026-03-17,batdongsan
Siêu phẩm đẹp lung linh 4m x 22m. 4 Tầng Có Thang Máy 1/ Thạnh Xuân 25,9.28,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",86.0,4,6,4,Sổ hồng,2026-03-20,batdongsan
"Nhà 1 trệt 1L mặt tiền đường số 10 TNPB 108m2 ngang 5m gần CĐ Công Thương 8,68 tỷ",8.68,"Đường 10, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",108.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
"Bán nhà Phan Xích Long, hẻm xe hơi, 58m2, ngang ~5m, 4tầng, 10.8 tỷ",10.8,"Đường Phan Xích Long, Phường 3, Quận Phú Nhuận, Hồ Chí Minh",58.0,5,4,4,Sổ hồng,2026-03-18,batdongsan
"Bán gấp căn nhà HXH Nguyễn Thị Minh Khai, P5, Q3: DT 6x20m, 5 tầng: Giá 30 tỷ TL",30.0,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",120.0,6,7,5,Sổ hồng,2026-03-24,batdongsan
"Nhà đường số 9, P8, Q4, 46m2, 4m x 12m, 4 lầu, chỉ 5,2 tỷ!",5.2,"Đường Số 9, Phường 8, Quận 4, Hồ Chí Minh",46.0,4,3,4,Sổ hồng,2026-03-16,batdongsan
"Ngộp ra gấp căn vip Quang Trung, hẻm 10m, ô tô ngủ trong nhà, vị trí đắc địa ngay phường 8 Gò Vấp",10.95,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",52.0,4,5,4,Sổ hồng,2026-03-30,batdongsan
NGUYỄN THƯỢNG HIỀN / PHÚ NHUẬN (42m2) - Giá : 9.25 tỷ còn TL - dt: 4.2 x 10 - Nhà lô góc,9.25,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",42.0,4,5,5,Sổ hồng,2026-03-27,batdongsan
"Nhà đẹp ngay Hồ Con Rùa! Ngay Phạm Ngọc Thạch, P6, Q3 - (DTCN: 36m2) - KC sẵn 5 tầng - Chỉ 14 tỷ TL",14.0,"Đường Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",36.0,5,6,5,Sổ hồng,2026-03-17,batdongsan
CHỦ NGỘP GẤP BÁN - CĂN NHÀ Ở TÔ HIỆU TÂN PHÚ - HẺM NHỰA ÔTÔ VÀO NHÀ - DT 52M2 - GIÁ CHỈ 5.5 TỶ,5.5,"Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh",52.0,1,1,4,Sổ hồng,2026-03-19,batdongsan
"Nhà đẹp 5 tầng, 100m2 thang máy, ô tô thông, Bình Tân, giáp tân phú, Giá. Rẻ",9.38,"759/, Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",96.0,5,6,5,Sổ hồng,2026-03-30,batdongsan
"Bán nhà đường Phú Thọ Hoà - (ngang 5m x 18m - nở hậu L 8,5m) - Q. Tân Phú -0978 032 ***",9.7,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",117.0,3,2,2,Sổ hồng,2026-03-19,batdongsan
"Bán nhà 202/5 Nguyễn Văn Hưởng, 25x22m, 524m2, 2 lầu, 6PN, nhà đẹp, 150 tỷ",150.0,"202/5 , Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",524.0,6,5,3,Sổ hồng,2026-03-16,batdongsan
"KHÔNG GIAN XANH NGÁT VỚI DIỆN TÍCH KHỦNG 10X30M (NỞ HẬU 25M), HXH 6M TRẢI NHỰA THÔNG TỨ HƯỚNG",61.0,"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",407.0,7,7,3,Sổ hồng,2026-03-28,batdongsan
"Bán nhà khu cao tầng 68 Nguyễn Tư Giản, P12, Gò Vấp. 4x14m. 5 tầng. Đường 8m. Chỉ 9,99 tỷ.",9.99,"Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Hồ Chí Minh",56.0,4,5,5,Sổ hồng,2026-03-30,batdongsan
"Còn sót 1 căn hiếm, nhà đẹp 3 tầng Điện Biên Phủ, Đa Kao, Q1 - 5,4x10,5m - CN 55,5m2 - chỉ 12.5 tỷ",12.5,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",55.5,3,4,3,Sổ hồng,2026-03-24,batdongsan
"Nhà đường 30, Bình Trưng Đông chỉ 7.5 tỷ - khu hiếm nhà bán diện tích 93m2",7.5,"Đường 30, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",93.0,3,3,3,Sổ hồng,2026-03-13,batdongsan
"Bán nhà hẻm 3,5m, Huỳnh Tấn Phát, P. Tân Thuận, Q7, 4,2m x 21m, 2 lầu, chỉ 4,7 tỷ!",4.7,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",96.0,6,3,2,Sổ hồng,2026-03-27,batdongsan
"BÁN NHÀ KHU Nam Long,Ngã tư ga,Giáp Gò Vấp, cách Q1 chỉ 9km (20phut), Giao thông thuận lợi,gần chợ",9.8,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",102.0,2,2,3,Sổ hồng,2026-03-26,batdongsan
"Bán nhà mới đẹp có gác 63,5m2 hẻm 1225 Huỳnh Tấn Phát hẻm to",5.15,"hẻm 1225, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",63.5,2,1,1,Sổ hồng,2026-03-30,batdongsan
NHÀ ĐẸP CHIẾN LƯỢC  BÌNH TRỊ ĐÔNG  HXH 8M  FULL NỘI THẤT  CHỈ 6 TỶ NHỈNH,6.0,"Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",72.0,5,4,4,Sổ hồng,2026-03-29,batdongsan
NGANG 7M XÂY MỚI 5 TẦNG - THANG MÁY FULL NỘI THẤT CAO CẤP - XẸC NGẮN MẶT TIỀN ĐƯỜNG,7.68,"Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",60.0,5,5,5,Sổ hồng,2026-03-24,batdongsan
"Nhà 4.1m x 12m trệt 3 lầu hẻm 4m đường Hậu Giang - Mai Xuân Thưởng, P5",6.8,"hẻm 1/, Đường Hậu Giang, Phường 5, Quận 6, Hồ Chí Minh",49.0,3,4,2,Sổ hồng,2026-03-28,batdongsan
"Chỉ 5.95 tỷ dọn vào ở luôn, ngang 5.05m nhà 3 lầu",5.95,"Đường Lê Thị Riêng, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",56.0,5,3,3,Sổ hồng,2026-03-30,batdongsan
Hẻm 4m - nhà đẹp 5 tầng Hoàng Diệu Phú Nhuận 51m2 - 5PN nhà mới xây full nội thất - nở hậu - giá 8,8.0,"Đường Hoàng Diệu, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",51.0,5,3,5,Sổ hồng,2026-03-26,batdongsan
"Bán Nhà đường 129/3/ Lê Lư hẻm sạch sẽ, yên tĩnh, hàng xóm thân thiện , hẻm 6m",5.85,"129/, Đường Lê Lư, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",40.0,4,3,4,Sổ hồng,2026-03-30,batdongsan
"Mua bán nhà quận 4, 4 tầng, nhà mới, khu dân cư hiện hữu, trục đường ĐVV vs Vĩnh Khánh !",5.6,"Phường 9, Quận 4, Hồ Chí Minh",24.0,2,3,4,Sổ hồng,2026-03-19,batdongsan
"(6,1 Tỷ TL) Nhà 1 Sẹc, Hẻm 5M, 4 Tầng Đúc, Gần Mặt Tiền Nguyễn Tiểu La..!",6.1,"Đường Nguyễn Tiểu La, Phường 8, Quận 10, Hồ Chí Minh",24.0,3,2,4,Sổ hồng,2026-03-28,batdongsan
CẦN TIỀN BÁN GẤP NHÀ 3 TẦNG NGUYỄN TƯ GIẢN - 3PN GIÁ CHỈ 4.2 TỶ - SỔ HỒNG RIÊNG CHÍNH CHỦ,4.2,"Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Hồ Chí Minh",20.0,3,3,3,Sổ hồng,2026-03-26,batdongsan
"Bán nhà 2 lầu giá 8,2 tỷ chỉ cách Nguyễn Duy Trinh 30m",8.2,"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",57.0,3,3,3,Sổ hồng,2026-03-18,batdongsan
Nhà Nguyễn Khoái Q4 - 2 lầu - 30m2 - hẻm dân trí - không QH - giá 3 tỷ,3.0,"Đường Nguyễn Khoái, Phường 2, Quận 4, Hồ Chí Minh",30.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
Hàng hiếm Phạm Thế Hiển - hẻm 4m thông 40m2,8.19,"Đường Phạm Thế Hiển, Phường 2, Quận 8, Hồ Chí Minh",40.0,4,5,3,Sổ hồng,2026-03-25,batdongsan
"Bán nhà khu nội bộ 5m Phan Huy Ích (Hẻm đối diện Emart), 4x13m, nhà 2 lầu kiên cố, giá 6.7 tỷ TL",6.7,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",50.9,3,4,3,Sổ hồng,2026-03-30,batdongsan
Bà Hom Quận 6 Gần Vòng Xoay Phú Lâm. 2MT Hẻm Trước Sau 43m2 2 Tầng Nhà Đẹp Keng Vào Ở Ngay. Chỉ 5đ4,5.4,"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",43.0,2,2,2,Sổ hồng,2026-03-18,batdongsan
NHÀ 3 TẦNG BTCT NỞ HẬU PHÁT LỘC - FULL NỘI THẤT GỖ ĐỎ XỊN XÒ - HXH - 5x18M - SỔ HỒNG RIÊNG .,8.47,"Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",90.0,5,4,3,Sổ hồng,2026-03-29,batdongsan
"Bán Nhà hẻm 87 Bờ Bao Tân Thắng (4x20m, Nhà 4 Tầng) Đối diện Công Viên, Cạnh AEON Mall Tân Phú",10.6,"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",80.0,4,5,4,Sổ hồng,2026-03-29,batdongsan
"Bán Nhà Đón Đầu Cầu Thủ Thiêm 4, Đang Có Hợp Đồng Thuê 10tr/tháng Giá Nhỉnh 4 tỷ",4.3,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",40.0,2,2,2,Sổ hồng,2026-03-28,batdongsan
"Bán căn nhà phố DT 4x18,5m đường Nguyễn Cửu Phú, 3PN, 3WC, giá 4 tỷ 500tr, SHR. LH0931 502 ***.",4.5,"Đường Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",74.0,3,3,2,Sổ hồng,2026-03-29,batdongsan
"Hẻm xe tải 6m, Quang Trung, Gò Vấp, 80m2, 4x20, 4 tầng, nở hậu, chỉ 8.1 tỷ TL",8.1,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh",80.0,4,4,4,Sổ hồng,2026-03-19,batdongsan
"Bán nhà HXH phân lô Huỳnh Văn Bánh 38,4m2 (3x13m) - 1T1L có 2PN 2WC. Giá rẻ nhất khu này",6.6,"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",38.4,2,2,2,Sổ hồng,2026-02-26,batdongsan
Nhà nở hậu 6.8m kế Phan Đình Phùng - 4 tầng BTCT - Gần HXH - 8.59 tỷ,8.59,"Đường Cô Bắc, Phường 1, Quận Phú Nhuận, Hồ Chí Minh",44.0,4,5,4,Sổ hồng,2026-03-27,batdongsan
Bán Nhà Hoàng Diệu Quận 4 - 4 Tầng - 48m2 - 6 Tỷ Nhỉnh - Bề Ngang 4m - Khu dân trí cao an ninh,6.3,"Đường Hoàng Diệu, Phường 8, Quận 4, Hồ Chí Minh",48.0,4,3,4,Sổ hồng,2026-03-17,batdongsan
"Bán nhà hẻm 110 Bà Hom, 4 x 16m, 5 tấm, 9.5 tỷ. ĐD công viên (Tín Hưng)",9.5,"hẻm 110 , Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",66.0,5,6,5,Sổ hồng,2026-03-21,batdongsan
Nhà riêng 64m2 - 391/34 đường Trần Hưng Đạo phường Cầu Ông Lãnh TP. HCM,11.5,"391/34, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",64.0,2,1,1,Sổ hồng,2026-03-28,batdongsan
"Nhà 2 tầng CMT8, Quận 3. Chỉ 3tỷ9",3.9,"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Hồ Chí Minh",33.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
"Nhà 1 trệt 1 lầu, DT: 30m2 Đường Lê Hồng Phong, Quận 10, 4.9 tỷ",4.9,"Đường Lê Hồng Phong, Phường 10, Quận 10, Hồ Chí Minh",30.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
Bán nhà Quận 7 Nguyễn Thị Thập 60m2 ngang 5m dài 12m 3 tầng 4 phòng ngủ cạnh Lotte chỉ 6 tỷ nhỉnh,6.3,"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Hồ Chí Minh",60.0,4,5,3,Sổ hồng,2026-03-26,batdongsan
"NHÀ ĐẸP LÃ XUÂN OAI, Q9 XEM LÀ THÍCH, GIÁ THÌ 6,3 TỶ, SIÊU HIẾM",6.7,"Đường Lã Xuân Oai, Phường Long Trường, Quận 9, Hồ Chí Minh",75.0,4,3,4,Sổ hồng,2026-03-29,batdongsan
"Hot, Bán gấp Siu phẩm Thoại Ngọc Hầu, Tân Phú, 68m2, 6 tầng mới đẹp, hẻm nhựa 8M, chỉ 11 x tỷ",10.99,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",68.0,7,7,6,Sổ hồng,2026-03-22,batdongsan
Nhà Bán. 157/ Dương Bá Trạc P1 .Q8 3m x.11m 3 lâu 3p ngủ 3wc. khu dân cư hiẹn hữu 100% Hẽm thông,5.28,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",32.0,3,3,3,Sổ hồng,2026-03-28,batdongsan
"NHÀ ĐẸP 2 TẦNG NHỈNH 5 TỶ , VÀI BƯỚC CHÂN RA MẶT TIỀN NGUYỄN VĂN QUÁ .",5.3,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",64.0,2,2,2,Sổ hồng,2026-03-28,batdongsan
"8.5 tỷ || 5x11m - 3 tầng || Ô tô tránh || kế bên Phú Mỹ Hưng, Q. 7 - chính chủ xây kiên cố",8.5,"Phường Phú Thuận, Quận 7, Hồ Chí Minh",55.0,4,4,3,Sổ hồng,2026-03-29,batdongsan
Hàng hiếm - nhà Quận 1 giá Quận 8 - chỉ 6.28 tỷ - 51m2 - 3 tầng hoàn công đủ - sát mặt tiền Cô Bắc,6.3,"Đường Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",51.0,3,3,3,Sổ hồng,2026-03-21,batdongsan
"Nhà HXH 8m Lý Chính Thắng 8x18m, 3 lầu khu vực đẹp ngay Hai Bà Trung giá 35 tỷ TL",35.0,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",142.3,6,7,4,Sổ hồng,2026-03-30,batdongsan
Đầu tư sinh lời Chủ Bán CHDV Mini FULL phòng hẻm 166 HTP - Gần KCX,8.7,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",87.0,7,8,4,Sổ hồng,2026-03-28,batdongsan
"(Tin thật) bán nhà mặt tiền đường Hoa Lan ngay Phan Xích Long (4,5x11m) hầm + 3TST. Hạ 4tỷ bán gấp",16.6,"Đường Hoa Lan, Phường 2, Quận Phú Nhuận, Hồ Chí Minh",49.5,5,4,4,Sổ hồng,2026-03-24,batdongsan
"48M2 - ngang 5,6m x dài 8,5m - 4 tầng 5PN - Phú Nhuận - hẻm thông - sát phan đăng lưu chỉ 8,2 tỷ",8.2,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",48.0,5,5,4,Sổ hồng,2026-03-30,batdongsan
Cần bán căn nhà đường 3 Tháng 2 ( khu cư xá Nguyễn Trung Trực) DT: 6x18 cn 108m2 giá 19 tỷ TL,19.0,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",108.0,4,3,6,Sổ hồng,2026-03-28,batdongsan
"Cần bán gấp Căn nhà hiếm , Nguyễn Trãi, Q5. Diện tích 128m2 , 5 tầng.giá 18.2 tỷ TL nhẹ.",18.2,"Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh",128.0,8,8,5,Sổ hồng,2026-03-30,batdongsan
"Bán nhà 4 tầng đẹp đường Hồng Bàng, gần vòng xoay Phú Lâm",5.8,"Đường Hồng Bàng, Phường 12, Quận 6, Hồ Chí Minh",72.0,4,3,4,Sổ hồng,2026-03-23,batdongsan
"BÁN NHÀ GẦN BV LÊ VĂN THỊNH QUẬN 2 55m2 sổ hồng giá 4,5 tỷ0764 994 ***",4.5,"Đường Lê Văn Thịnh, Phường Cát Lái, Quận 2, Hồ Chí Minh",54.0,2,1,2,Sổ hồng,2026-03-16,batdongsan
"Bán nhà mới hẻm ô tô Hậu Giang, P12, Quận 6, DT: 4.5x13m, trệt 2 lầu, giá 6.4 tỷ TL",6.4,"Đường Hậu Giang, Phường 12, Quận 6, Hồ Chí Minh",58.5,3,3,3,Sổ hồng,2026-03-20,batdongsan
"Bán nhà An Dương Vương, trung tâm Quận 5 - 2 tầng, ngang 4,3m nở hậu, phù hợp an cư lâu dài",13.29,"Đường An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh",55.0,5,4,2,Sổ hồng,2026-03-23,batdongsan
Nhà hẻm ô tô Tân Bình 3pn gần chợ Tân Sơn chỉ 4.95 tỷ,4.95,"124/, Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Hồ Chí Minh",30.0,3,3,3,Sổ hồng,2026-03-31,batdongsan
"Cách Nguyễn Duy Trinh chỉ vài bước chân, hẻm xe hơi tránh nhau, nhà xây kiên cố 4 tầng, chỉ 8,3 tỷ",8.3,"Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",58.0,4,5,4,Sổ hồng,2026-03-30,batdongsan
NHÀ HẺM XE TẢI 8M - LÊ VĂN SỸ - NGUYỄN TRỌNG TUYỂN - PHẠM VĂN HAI,8.5,"Đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Hồ Chí Minh",59.0,4,3,2,Sổ hồng,2026-03-28,batdongsan
Vị trí tốt - nhà đẹp - 56m2 - thông Lạc Long Quân với Lý Thường Kiệt - chỉ 5.2 tỷ,5.2,"Đường Thành Mỹ, Phường 8, Quận Tân Bình, Hồ Chí Minh",56.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
"Bán gấp nhà riêng 2PN, 2WC tại Thành Thái, 11 tỷ, 38m2",10.6,"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",38.0,2,2,5,Sổ hồng,2026-03-29,batdongsan
"Bán nhà riêng 81m2 tại Ông Ích Khiêm, Phường 5, Quận 11, TP.HCM chính chủ thương lượng",14.5,"Đường Ông Ích Khiêm, Phường 5, Quận 11, Hồ Chí Minh",81.0,3,4,3,Sổ hồng,2026-03-25,batdongsan
"Nhà 4 tầng Lê Văn Khương HXH 10m Siêu phẩm VIP, tặng Full nội thất",5.95,"Đường Lê Văn Khương, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",50.0,4,4,4,Sổ hồng,2026-03-30,batdongsan
"Hiếm! Nhà ngang 6.5 x 10m 58m2 4 tầng 3PN, 5WC, gara oto, tặng full nội thất cao cấp chỉ 9.X tỷ",9.4,"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",58.0,3,5,4,Sổ hồng,2026-03-23,batdongsan
"Bán Gấp nhà Đông Hưng Thuận 42, Trường Chinh, Q12, gần Metro S2, Hạ giá 5.7tỷ, Bao Hết!!",5.52,"Đường Đông Hưng Thuận 42, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",67.0,2,2,2,Sổ hồng,2026-03-28,batdongsan
"Chỉ 7,9 tỷ - nhà hẻm 12m Nguyễn Đình Chiểu - hiếm bán",7.9,"Đường Nguyễn Đình Chiểu, Phường 3, Quận 3, Hồ Chí Minh",35.0,2,2,2,Sổ hồng,2026-03-22,batdongsan
"Bán nhà 80.2m2, trệt lầu, 4PN - Sau mặt tiền Âu Cơ, gần Lạc Long Quân  chỉ 6.3 tỷ TL",6.3,"Đường Âu Cơ, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh",80.2,4,3,2,Sổ hồng,2026-03-27,batdongsan
"Hot 5.1 tỷ, nhà MT xe hơi, 3 tầng - 103m2, thông Lưu Hữu Phước Quận 8, giá tốt",5.1,"Phố Mai Hắc Đế, Phường 15, Quận 8, Hồ Chí Minh",103.0,4,4,3,Sổ hồng,2026-03-19,batdongsan
Bán nhà hẻm xe hơi phường 15 quận Tân Bình 60m2 nội thất đầy đủ,5.5,"Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Hồ Chí Minh",60.0,2,3,2,Sổ hồng,2026-03-30,batdongsan
"Bán nhà đường số 18, Trệt Lầu có 3PN, 2WC. DT: 33m2. Không lộ giới. Ngay Mercedes Quang Trung",3.6,"Đường Số 18, Phường 8, Quận Gò Vấp, Hồ Chí Minh",33.0,3,2,2,Sổ hồng,2026-03-25,batdongsan
2 TỶ 550 - NHÀ MỚI Ở NGAY ĐƯỜNG TÔN ĐẢN - HẺM RỘNG QUẬN 4 - PHÙ HỢP GIA ĐÌNH TRẺ.,2.55,"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",18.2,2,1,2,Sổ hồng,2026-03-24,batdongsan
"Nhà ngộp đường An Dương Vương, Quận 5, giá 4,5 tỷ, DT 60m2, còn HĐ thuê 30 triệu/tháng",4.5,"Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",60.0,4,5,4,Sổ hồng,2026-03-18,batdongsan
Bán nhà mới Khu Dân Cư đường Số 6 Bình Tân (4m*15m - Chỉ 6tỷ150) hẻm nhựa 8m thông gần ngã 4 Gò Mây,6.15,"Đường Số 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",60.0,4,6,5,Sổ hồng,2026-03-21,batdongsan
"NGANG KHỦNG ĐẾN 10M, HẺM XE HƠI CÁCH LÊ VĂN THỊNH CHỈ 20M, DUY NHẤT 1CĂN, KHU DÂN TRÍ CAO, GIÁ 20TY",20.0,"Đường Lê Văn Thịnh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",233.0,8,8,3,Sổ hồng,2026-03-30,batdongsan
